longitude,latitude,timestamp,Board,Alight,Numpass,Hour,Min,Sec,Day_of_week,stop_cluster,distance_from_cluster_0,distance_from_cluster_18,dist_change_cluster_0,dist_change_cluster_18,direction,QuarterHour,waiting_passengers
120.9904716,14.52497,2023-07-12 17:40:46,0,0,4.0,17,40,46,2,20,14.707713852646862,1.58070352465302,,,,7,0
120.9904716,14.52497,2023-07-12 17:40:47,0,0,4.0,17,40,47,2,20,14.707713852646862,1.58070352465302,0.0,0.0,,7,0
120.9904716,14.52497,2023-07-12 17:40:48,1,0,5.0,17,40,48,2,20,14.707713852646862,1.58070352465302,0.0,0.0,,7,0
120.9904716,14.52497,2023-07-12 17:40:48,0,0,5.0,17,40,48,2,20,14.707713852646862,1.58070352465302,0.0,0.0,,7,0
120.9904866,14.5250433,2023-07-12 17:40:49,0,0,6.0,17,40,49,2,20,14.699600169805528,1.5888349257007814,-0.008113682841333514,0.008131401047761333,Northbound,7,15
120.9904833,14.5250666,2023-07-12 17:40:50,0,0,6.0,17,40,50,2,20,14.697002223288477,1.5914295544007835,-0.0025979465170511418,0.002594628700002044,Northbound,7,15
120.9904816,14.5251,2023-07-12 17:40:51,1,0,7.0,17,40,51,2,20,14.693285215514525,1.5951452896928053,-0.003717007773952119,0.003715735292021849,Northbound,7,14
120.9904816,14.5251,2023-07-12 17:40:51,0,0,6.0,17,40,51,2,20,14.693285215514525,1.5951452896928053,0.0,0.0,Northbound,7,14
120.9904733,14.5251383,2023-07-12 17:40:52,1,0,8.0,17,40,52,2,20,14.689008083193915,1.5994141044372319,-0.004277132320609667,0.00426881474442653,Northbound,7,13
120.9904733,14.5251383,2023-07-12 17:40:52,0,0,7.0,17,40,52,2,20,14.689008083193915,1.5994141044372319,0.0,0.0,Northbound,7,13
120.99046,14.5251816,2023-07-12 17:40:53,1,0,9.0,17,40,53,2,20,14.684163535857577,1.6042460339635456,-0.004844547336338323,0.004831929526313727,Northbound,7,12
120.99046,14.5251816,2023-07-12 17:40:53,0,0,8.0,17,40,53,2,20,14.684163535857577,1.6042460339635456,0.0,0.0,Northbound,7,12
120.9904416,14.5252333,2023-07-12 17:40:54,1,0,10.0,17,40,54,2,20,14.678373509565045,1.61002060797711,-0.005790026292531891,0.005774574013564404,Northbound,7,11
120.9904416,14.5252333,2023-07-12 17:40:54,0,0,9.0,17,40,54,2,20,14.678373509565045,1.61002060797711,0.0,0.0,Northbound,7,11
120.9904233,14.5253,2023-07-12 17:40:55,1,0,11.0,17,40,55,2,20,14.670916402245739,1.6174649993531534,-0.007457107319305933,0.007444391376043358,Northbound,7,10
120.9904233,14.5253,2023-07-12 17:40:55,0,0,11.0,17,40,55,2,20,14.670916402245739,1.6174649993531534,0.0,0.0,Northbound,7,10
120.9904116,14.52537,2023-07-12 17:40:56,1,0,13.0,17,40,56,2,20,14.663107727152822,1.6252670911246052,-0.007808675092917383,0.007802091771451858,Northbound,7,9
120.9904116,14.52537,2023-07-12 17:40:56,0,0,12.0,17,40,56,2,20,14.663107727152822,1.6252670911246052,0.0,0.0,Northbound,7,9
120.9904066,14.5254566,2023-07-12 17:40:57,1,0,14.0,17,40,57,2,20,14.653468992478887,1.6349038917548402,-0.009638734673934835,0.009636800630234976,Northbound,7,8
120.9904066,14.5254566,2023-07-12 17:40:57,0,0,13.0,17,40,57,2,20,14.653468992478887,1.6349038917548402,0.0,0.0,Northbound,7,8
120.990395,14.5255433,2023-07-12 17:40:58,1,0,15.0,17,40,58,2,20,14.643804111149427,1.644563562712714,-0.009664881329459973,0.00965967095787379,Northbound,7,7
120.990395,14.5255433,2023-07-12 17:40:58,0,0,14.0,17,40,58,2,20,14.643804111149427,1.644563562712714,0.0,0.0,Northbound,7,7
120.9903816,14.5256383,2023-07-12 17:40:59,0,0,15.0,17,40,59,2,20,14.633212509773136,1.6551500929913552,-0.010591601376290782,0.010586530278641204,Northbound,7,7
120.990365,14.525735,2023-07-12 17:41:00,0,0,15.0,17,41,0,2,20,14.622424799083912,1.6659328676347274,-0.010787710689223573,0.010782774643372184,Northbound,7,7
120.9903416,14.5258383,2023-07-12 17:41:01,1,0,16.0,17,41,1,2,20,14.610888287361096,1.6774651914086949,-0.011536511722816556,0.011532323773967512,Northbound,7,6
120.9903416,14.5258383,2023-07-12 17:41:01,0,0,15.0,17,41,1,2,20,14.610888287361096,1.6774651914086949,0.0,0.0,Northbound,7,6
120.990325,14.525945,2023-07-12 17:41:02,0,0,16.0,17,41,2,2,20,14.598989275607526,1.6893633510478054,-0.011899011753570221,0.011898159639110562,Northbound,7,6
120.9903066,14.5260583,2023-07-12 17:41:03,0,0,16.0,17,41,3,2,20,14.586352707953699,1.702000819255448,-0.012636567653826702,0.012637468207642666,Northbound,7,6
120.990285,14.526175,2023-07-12 17:41:04,1,0,17.0,17,41,4,2,20,14.573331317568494,1.7150258027744094,-0.013021390385205223,0.013024983518961308,Northbound,7,5
120.990285,14.526175,2023-07-12 17:41:04,0,0,16.0,17,41,4,2,20,14.573331317568494,1.7150258027744094,0.0,0.0,Northbound,7,5
120.9902633,14.5262966,2023-07-12 17:41:05,1,0,18.0,17,41,5,2,20,14.559765256657649,1.7285981408831084,-0.013566060910845223,0.013572338108698956,Northbound,7,4
120.9902633,14.5262966,2023-07-12 17:41:05,0,0,17.0,17,41,5,2,20,14.559765256657649,1.7285981408831084,0.0,0.0,Northbound,7,4
120.9902416,14.5264249,2023-07-12 17:41:06,1,0,19.0,17,41,6,2,20,14.545454632560405,1.742917587090722,-0.014310624097243263,0.014319446207613717,Northbound,7,3
120.9902416,14.5264249,2023-07-12 17:41:06,0,0,18.0,17,41,6,2,20,14.545454632560405,1.742917587090722,0.0,0.0,Northbound,7,3
120.990225,14.5265599,2023-07-12 17:41:07,0,0,19.0,17,41,7,2,20,14.530410435405187,1.7579696811696903,-0.015044197155217987,0.015052094078968237,Northbound,7,3
120.9902083,14.5267,2023-07-12 17:41:08,0,0,19.0,17,41,8,2,20,14.514799194028157,1.7735900637234494,-0.015611241377030183,0.015620382553759082,Northbound,7,3
120.9901916,14.52684,2023-07-12 17:41:09,0,0,19.0,17,41,9,2,20,14.499199222104599,1.7892004051788288,-0.015599971923558442,0.015610341455379428,Northbound,7,3
120.990145,14.5272549,2023-07-12 17:41:12,0,0,19.0,17,41,12,2,20,14.452974574681297,1.8354595839123689,-0.046224647423301235,0.04625917873354002,Northbound,7,3
120.9901316,14.5273916,2023-07-12 17:41:13,0,0,19.0,17,41,13,2,20,14.437748968119337,1.850696194362972,-0.015225606561960703,0.015236610450603205,Northbound,7,3
120.9901233,14.5275283,2023-07-12 17:41:14,0,0,19.0,17,41,14,2,20,14.422534113868831,1.8659165958274821,-0.015214854250505283,0.015220401464510092,Northbound,7,3
120.9901133,14.5276683,2023-07-12 17:41:15,0,0,19.0,17,41,15,2,20,14.406948861549632,1.8815094695395393,-0.015585252319199938,0.015592873712057198,Northbound,7,3
120.990105,14.5278133,2023-07-12 17:41:16,0,0,19.0,17,41,16,2,20,14.390811319035064,1.8976525852767587,-0.016137542514567116,0.016143115737219382,Northbound,7,3
120.9900966,14.527955,2023-07-12 17:41:17,0,0,19.0,17,41,17,2,20,14.375040467068922,1.913429351857301,-0.01577085196614192,0.015776766580542168,Northbound,7,3
120.9900833,14.52809,2023-07-12 17:41:18,0,0,19.0,17,41,18,2,20,14.360004358322396,1.9284781523822343,-0.015036108746526722,0.015048800524933403,Northbound,7,3
120.9900733,14.528225,2023-07-12 17:41:19,0,0,19.0,17,41,19,2,20,14.344975145500415,1.9435160670969285,-0.015029212821980664,0.015037914714694178,Northbound,7,3
120.9900633,14.528365,2023-07-12 17:41:20,0,0,19.0,17,41,20,2,20,14.329390102943682,1.959109851761811,-0.015585042556732986,0.015593784664882593,Northbound,7,3
120.9900566,14.5285033,2023-07-12 17:41:21,0,0,19.0,17,41,21,2,20,14.314000874875738,1.9745033677434196,-0.01538922806794396,0.015393515981608541,Northbound,7,3
120.9900483,14.528635,2023-07-12 17:41:22,0,0,19.0,17,41,22,2,20,14.299342132115715,1.9891690003359328,-0.014658742760023102,0.01466563259251319,Northbound,7,3
120.99004,14.5287583,2023-07-12 17:41:23,0,0,19.0,17,41,23,2,20,14.285617284520333,2.0029011832522334,-0.013724847595382172,0.013732182916300628,Northbound,7,3
120.9900316,14.5288766,2023-07-12 17:41:24,0,0,19.0,17,41,24,2,20,14.272448135675251,2.0160781469548077,-0.01316914884508158,0.013176963702574263,Northbound,7,3
120.99002,14.5289916,2023-07-12 17:41:25,0,0,19.0,17,41,25,2,20,14.259639386280947,2.028899946722091,-0.012808749394304542,0.01282179976728326,Northbound,7,3
120.99001,14.5290983,2023-07-12 17:41:26,0,0,19.0,17,41,26,2,20,14.247756703232817,2.0407938749583296,-0.011882683048130005,0.011893928236238693,Northbound,7,3
120.9900016,14.5292016,2023-07-12 17:41:27,0,0,19.0,17,41,27,2,20,14.236255299795971,2.052304327209638,-0.011501403436845692,0.011510452251308312,Northbound,7,3
120.98999,14.5293066,2023-07-12 17:41:28,0,0,19.0,17,41,28,2,20,14.224558485274377,2.0640156399440373,-0.011696814521593879,0.011711312734399293,Northbound,7,3
120.9899816,14.52941,2023-07-12 17:41:29,0,0,19.0,17,41,29,2,20,14.213046047406928,2.0755375428655483,-0.01151243786744871,0.011521902921511007,Northbound,7,3
120.9899733,14.529505,2023-07-12 17:41:30,0,0,19.0,17,41,30,2,20,14.202467718947275,2.086125724181076,-0.010578328459653008,0.010588181315527745,Northbound,7,3
120.9899666,14.5296016,2023-07-12 17:41:31,0,0,19.0,17,41,31,2,20,14.191714740233996,2.0968857983852627,-0.010752978713279404,0.010760074204186676,Northbound,7,3
120.9899583,14.5296933,2023-07-12 17:41:32,0,0,19.0,17,41,32,2,20,14.18150335187751,2.1071074825265863,-0.010211388356486495,0.010221684141323628,Northbound,7,3
120.9899516,14.5297833,2023-07-12 17:41:33,0,0,19.0,17,41,33,2,20,14.171484179412262,2.1171342748859248,-0.010019172465247195,0.010026792359338454,Northbound,7,3
120.9899483,14.5298616,2023-07-12 17:41:34,0,0,19.0,17,41,34,2,20,14.162772540375684,2.125847958399494,-0.008711639036578234,0.008713683513569048,Northbound,7,3
120.9899433,14.5299266,2023-07-12 17:41:35,0,0,19.0,17,41,35,2,20,14.15553616952058,2.1330901932774604,-0.0072363708551037575,0.007242234877966602,Northbound,7,3
120.98993,14.5300666,2023-07-12 17:41:41,0,0,19.0,17,41,41,2,20,14.139945175849189,2.148698774066421,-0.015590993671391828,0.015608580788960769,Northbound,7,3
120.98993,14.5300666,2023-07-12 17:41:42,0,0,19.0,17,41,42,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,3
120.98993,14.5300666,2023-07-12 17:41:43,1,0,20.0,17,41,43,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,2
120.98993,14.5300666,2023-07-12 17:41:43,0,0,19.0,17,41,43,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,2
120.98993,14.5300666,2023-07-12 17:41:44,1,0,21.0,17,41,44,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,1
120.98993,14.5300666,2023-07-12 17:41:44,0,0,20.0,17,41,44,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,1
120.98993,14.5300666,2023-07-12 17:41:45,1,0,22.0,17,41,45,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,0
120.98993,14.5300666,2023-07-12 17:41:45,0,0,22.0,17,41,45,2,20,14.139945175849189,2.148698774066421,0.0,0.0,Northbound,7,0
120.9899333,14.5300883,2023-07-12 17:41:46,0,0,22.0,17,41,46,2,20,14.137539179062975,2.1510973866617618,-0.002405996786214004,0.002398612595340577,Northbound,7,0
120.989935,14.5301216,2023-07-12 17:41:47,0,0,22.0,17,41,47,2,20,14.133840380545129,2.154791270060413,-0.003698798517845603,0.0036938833986512876,Northbound,7,0
120.98993,14.5301566,2023-07-12 17:41:48,0,0,22.0,17,41,48,2,20,14.129939320121224,2.1586998514689197,-0.003901060423904923,0.003908581408506695,Northbound,7,0
120.9899266,14.530205,2023-07-12 17:41:49,0,0,22.0,17,41,49,2,20,14.124551673217743,2.164091354769017,-0.005387646903480814,0.005391503300097078,Northbound,7,0
120.9899233,14.5302533,2023-07-12 17:41:50,0,0,22.0,17,41,50,2,20,14.11917534632718,2.1694713718497205,-0.005376326890562666,0.005380017080703681,Northbound,7,0
120.9899133,14.5303349,2023-07-12 17:41:51,0,0,22.0,17,41,51,2,20,14.110083660431613,2.1785778844551973,-0.009091685895567636,0.00910651260547679,Northbound,7,0
120.989905,14.5303783,2023-07-12 17:41:52,0,0,22.0,17,41,52,2,20,14.105242307136447,2.183433152403905,-0.0048413532951663285,0.00485526794870772,Northbound,7,0
120.9899016,14.5304183,2023-07-12 17:41:53,0,0,22.0,17,41,53,2,20,14.100788585460016,2.187891390504139,-0.004453721676430433,0.0044582381002338245,Northbound,7,0
120.9898916,14.5304483,2023-07-12 17:41:54,0,0,22.0,17,41,54,2,20,14.097433744483512,2.191264775216627,-0.003354840976504292,0.003373384712488381,Northbound,7,0
120.989885,14.5304783,2023-07-12 17:41:55,0,0,22.0,17,41,55,2,20,14.094085586509388,2.194624826590448,-0.003348157974123467,0.0033600513738210047,Northbound,7,0
120.9898799,14.5305083,2023-07-12 17:41:56,0,0,22.0,17,41,56,2,20,14.090740370184644,2.197978945634335,-0.0033452163247442712,0.0033541190438866053,Northbound,7,0
