longitude,latitude,timestamp,Board,Alight,Numpass,Hour,Min,Sec,Day_of_week,stop_cluster,distance_from_cluster_0,distance_from_cluster_18,dist_change_cluster_0,dist_change_cluster_18,direction,QuarterHour,waiting_passengers
120.9966883,14.65728,2023-07-19 05:10:29,0,0,11.0,5,10,29,2,12,0.9866441213058285,16.305745264445612,,,Northbound,2,0
120.99668,14.65728,2023-07-19 05:10:30,0,0,11.0,5,10,30,2,12,0.9857512668962287,16.305709689628713,-0.0008928544095997415,-3.557481689853148e-05,Northbound,2,0
120.9966733,14.657285,2023-07-19 05:10:31,0,0,11.0,5,10,31,2,12,0.9850351470407005,16.30623654300903,-0.0007161198555282189,0.0005268533803182152,Northbound,2,0
120.9966566,14.6573,2023-07-19 05:10:32,0,0,11.0,5,10,32,2,12,0.9832544552141878,16.30783180634152,-0.001780691826512748,0.001595263332490049,Northbound,2,0
120.9966533,14.6573066,2023-07-19 05:10:33,0,0,11.0,5,10,33,2,12,0.9829073083104799,16.308551042288173,-0.0003471469037078512,0.000719235946650798,Northbound,2,0
120.9966566,14.6573233,2023-07-19 05:10:34,0,0,11.0,5,10,34,2,12,0.9832845545657667,16.31042061051501,0.00037724625528678946,0.0018695682268372593,Northbound,2,0
120.9966566,14.6573183,2023-07-19 05:10:35,0,0,11.0,5,10,35,2,12,0.9832775202677688,16.309865073084158,-7.03429799786548e-06,-0.0005555374308521266,Northbound,2,0
120.9966616,14.6573116,2023-07-19 05:10:36,0,0,11.0,5,10,36,2,12,0.9838064321491321,16.309141990176183,0.0005289118813632809,-0.0007230829079745149,Southbound,2,0
120.9966633,14.657305,2023-07-19 05:10:37,0,0,11.0,5,10,37,2,12,0.983981057526034,16.308415940838614,0.0001746253769019379,-0.0007260493375689236,Southbound,2,0
120.9966666,14.6573383,2023-07-19 05:10:38,0,0,11.0,5,10,38,2,12,0.984383190737499,16.312129907344957,0.0004021332114649834,0.003713966506342814,Southbound,2,0
120.99667,14.65735,2023-07-19 05:10:39,0,0,11.0,5,10,39,2,12,0.9847687765539935,16.313444389525,0.00038558581649450474,0.0013144821800423756,Southbound,2,0
120.9966916,14.6573566,2023-07-19 05:10:40,0,0,11.0,5,10,40,2,12,0.9871040652675178,16.314270177250993,0.002335288713524286,0.0008257877259936208,Southbound,2,0
120.9966983,14.6573566,2023-07-19 05:10:41,0,0,11.0,5,10,41,2,12,0.9878247263890545,16.31429893056259,0.0007206611215366809,2.875331159657435e-05,Southbound,2,0
120.996725,14.657355,2023-07-19 05:10:42,0,0,11.0,5,10,42,2,12,0.9906936832106645,16.314236061809517,0.002868956821610036,-6.286875307282003e-05,Southbound,2,0
120.9967383,14.657355,2023-07-19 05:10:43,0,0,11.0,5,10,43,2,12,0.9921242551364101,16.31429348582401,0.001430571925745583,5.742401449282397e-05,Southbound,2,0
120.9967516,14.657355,2023-07-19 05:10:44,0,0,11.0,5,10,44,2,12,0.9935548276166017,16.314351035197674,0.0014305724801916275,5.7549373664755876e-05,Southbound,2,0
120.9967683,14.6573516,2023-07-19 05:10:45,0,0,11.0,5,10,45,2,12,0.9953450133479722,16.314045719519854,0.0017901857313704639,-0.0003053156778207722,Southbound,2,0
120.9967833,14.6573516,2023-07-19 05:10:46,0,0,11.0,5,10,46,2,12,0.9969584522922841,16.31411095427794,0.0016134389443118735,6.52347580860635e-05,Southbound,2,0
120.9967949,14.6573516,2023-07-19 05:10:47,0,0,11.0,5,10,47,2,12,0.9982061788639165,16.31416151182537,0.0012477265716324126,5.0557547432106276e-05,Southbound,2,0
120.9967983,14.6573516,2023-07-19 05:10:48,0,0,11.0,5,10,48,2,12,0.9985718918996913,16.314176348487955,0.0003657130357748173,1.4836662582951021e-05,Southbound,2,0
120.9968199,14.6573416,2023-07-19 05:10:49,0,0,11.0,5,10,49,2,12,1.000878238591562,16.31315976920934,0.0023063466918706865,-0.001016579278616092,Southbound,2,0
120.9968416,14.6573249,2023-07-19 05:10:50,0,0,11.0,5,10,50,2,12,1.0031868010018599,16.311399589594657,0.0023085624102978652,-0.0017601796146813342,Southbound,2,0
120.9968583,14.657315,2023-07-19 05:10:51,0,0,11.0,5,10,51,2,12,1.0049696535233243,16.310373203464835,0.0017828525214644841,-0.001026386129822754,Southbound,2,0
120.9968583,14.657315,2023-07-19 05:10:52,0,0,11.0,5,10,52,2,12,1.0049696535233243,16.310373203464835,0.0,0.0,Southbound,2,0
120.9968583,14.657315,2023-07-19 05:10:53,0,0,11.0,5,10,53,2,12,1.0049696535233243,16.310373203464835,0.0,0.0,Southbound,2,0
120.9968583,14.657315,2023-07-19 05:10:54,0,0,11.0,5,10,54,2,12,1.0049696535233243,16.310373203464835,0.0,0.0,Southbound,2,0
120.9968583,14.657315,2023-07-19 05:10:55,0,0,11.0,5,10,55,2,12,1.0049696535233243,16.310373203464835,0.0,0.0,Southbound,2,0
120.9969449,14.6572516,2023-07-19 05:10:56,0,0,11.0,5,10,56,2,12,1.0142276426531012,16.303713974134347,0.009257989129776822,-0.0066592293304879036,Southbound,2,0
120.996955,14.657245,2023-07-19 05:10:57,0,0,11.0,5,10,57,2,12,1.0153109870067014,16.30302592599128,0.0010833443536002463,-0.0006880481430648899,Southbound,2,0
120.9969616,14.6572383,2023-07-19 05:10:58,0,0,11.0,5,10,58,2,12,1.0160183172318227,16.30231114577035,0.000707330225121261,-0.0007147802209317433,Southbound,2,0
120.9969733,14.6572266,2023-07-19 05:10:59,0,0,11.0,5,10,59,2,12,1.017273608862894,16.30106381271809,0.001255291631071298,-0.001247333052258881,Southbound,2,0
120.9969733,14.6572266,2023-07-19 05:11:00,0,0,11.0,5,11,0,2,12,1.017273608862894,16.30106381271809,0.0,0.0,Southbound,2,0
120.9969733,14.6572266,2023-07-19 05:11:01,0,0,11.0,5,11,1,2,12,1.017273608862894,16.30106381271809,0.0,0.0,Southbound,2,0
